account_id,customer_id,branch_id,account_type,opening_date,balance,status,account_age_days
3647,2974,42,Current,2019-03-14,131.11,Suspended,2429
3648,3910,144,Current,2021-06-20,73.37,Closed,1600
3649,3920,171,Savings,2025-05-04,358.3,Suspended,186
3650,2637,99,Credit Card,2016-02-23,106.42,Closed,3544
3651,1920,33,Credit Card,2020-03-01,54.07,Active,2076
3652,957,193,Current,2025-01-24,374.58,Suspended,286
3653,973,167,Loan,2018-11-19,60.19,Suspended,2544
3654,2113,184,Credit Card,2019-09-12,50.54,Closed,2247
3655,3964,142,Savings,2019-12-21,80.81,Closed,2147
3656,1993,15,Current,2024-07-20,76.72,Closed,474
3657,222,121,Loan,2014-03-28,100.66,Closed,4241
3658,1124,119,Current,2020-04-15,122.65,Suspended,2031
3659,842,179,Savings,2017-10-12,83.05,Closed,2947
3660,736,70,Credit Card,2025-05-21,450.22,Active,169
3661,2267,69,Loan,2014-06-08,67.56,Active,4169
3662,1304,178,Loan,2019-11-30,13.51,Closed,2168
3663,2603,80,Savings,2025-08-21,249.39,Active,77
3664,3197,193,Current,2012-11-30,50.31,Closed,4724
3665,3348,71,Loan,2024-07-09,39.92,Suspended,485
3666,3327,168,Savings,2015-11-06,47.06,Closed,3653
3667,461,144,Loan,2023-01-03,18.32,Closed,1038
3668,2718,9,Savings,2025-09-11,109.38,Active,56
3669,2514,32,Savings,2020-07-30,36.66,Active,1925
3670,971,56,Credit Card,2013-12-11,20.72,Closed,4348
3671,602,75,Credit Card,2017-12-18,45.97,Active,2880
3672,405,36,Savings,2024-04-05,231.71,Suspended,580
3673,3581,138,Credit Card,2022-10-22,47.52,Suspended,1111
3674,3019,191,Savings,2023-05-22,79.19,Suspended,899
3675,780,44,Loan,2021-08-03,900.69,Suspended,1556
3676,3835,126,Savings,2018-05-11,148.63,Suspended,2736
3677,1819,166,Credit Card,2025-08-04,50.3,Suspended,94
3678,3205,35,Savings,2013-10-28,45.89,Closed,4392
3679,3215,23,Loan,2020-03-09,38.93,Active,2068
3680,1907,140,Loan,2018-07-05,703.55,Closed,2681
3681,1825,1,Credit Card,2024-02-27,35.07,Closed,618
3682,1254,117,Savings,2014-01-11,31.46,Closed,4317
3683,1818,46,Savings,2021-08-06,24.9,Active,1553
3684,185,131,Loan,2022-06-20,75.39,Active,1235
3685,1994,110,Current,2024-05-22,38.94,Closed,533
3686,60,127,Loan,2013-10-14,96.18,Closed,4406
3687,569,65,Credit Card,2017-10-17,59.74,Suspended,2942
3688,3820,29,Current,2016-08-01,147.13,Active,3384
3689,1140,25,Credit Card,2020-03-19,59.78,Active,2058
3690,241,45,Savings,2016-06-14,111.38,Active,3432
3691,3258,196,Savings,2015-09-20,92.26,Closed,3700
3692,1030,161,Loan,2020-05-31,36.82,Suspended,1985
3693,331,179,Current,2025-03-29,38.37,Suspended,222
3694,3321,59,Current,2017-02-26,4.63,Closed,3175
3695,1764,44,Current,2020-10-11,372.83,Active,1852
3696,1112,72,Credit Card,2015-01-15,62.02,Closed,3948
3697,2004,180,Credit Card,2015-12-15,85.0,Closed,3614
3698,1350,15,Credit Card,2024-10-07,64.97,Closed,395
3699,2281,12,Loan,2023-06-04,66.26,Closed,886
3700,2790,149,Credit Card,2013-03-05,30.6,Suspended,4629
3701,1360,19,Credit Card,2022-12-29,73.52,Suspended,1043
3702,3938,157,Current,2018-08-17,28.3,Suspended,2638
3703,123,16,Savings,2013-08-29,67.13,Suspended,4452
3704,1731,12,Current,2017-09-23,99.33,Active,2966
3705,2648,131,Current,2013-05-17,107.96,Closed,4556
3706,3076,186,Credit Card,2024-11-15,11.88,Closed,356
3707,4011,6,Savings,2024-08-12,185.25,Closed,451
3708,1546,71,Savings,2012-01-21,177.05,Closed,5038
3709,2660,57,Savings,2013-12-09,178.93,Closed,4350
3710,3002,149,Savings,2018-02-09,289.63,Closed,2827
3711,1672,179,Credit Card,2016-03-18,518.57,Suspended,3520
3712,2868,134,Credit Card,2022-07-13,18.66,Suspended,1212
3713,2964,177,Credit Card,2023-04-15,27.72,Suspended,936
3714,3361,171,Credit Card,2025-06-17,109.39,Suspended,142
3715,2162,177,Credit Card,2013-09-04,38.03,Suspended,4446
3716,966,124,Current,2021-06-23,136.23,Suspended,1597
3717,4037,68,Current,2012-02-23,70.28,Suspended,5005
3718,723,5,Savings,2024-02-19,10.13,Active,626
3719,92,100,Savings,2013-03-11,142.24,Active,4623
3720,513,33,Current,2017-11-01,38.3,Active,2927
3721,1637,42,Loan,2017-04-01,748.83,Closed,3141
3722,3454,150,Current,2020-09-12,148.21,Suspended,1881
3723,2616,200,Credit Card,2016-01-03,31.72,Closed,3595
3724,3446,80,Loan,2017-03-16,164.02,Active,3157
3725,3663,161,Current,2018-02-27,15.4,Suspended,2809
3726,2585,130,Current,2013-02-26,71.13,Closed,4636
3727,3945,87,Current,2022-09-03,149.81,Active,1160
3728,788,84,Savings,2017-11-10,119.15,Active,2918
3729,2277,63,Loan,2012-10-25,775.39,Suspended,4760
3730,1135,48,Loan,2017-01-06,41.64,Closed,3226
3731,295,43,Current,2014-08-12,60.94,Active,4104
3732,2555,165,Credit Card,2023-03-28,10.66,Closed,954
3733,3150,49,Credit Card,2018-10-31,184.75,Suspended,2563
3734,39,142,Current,2018-06-18,49.47,Closed,2698
3735,1583,80,Loan,2015-10-06,59.88,Suspended,3684
3736,3231,193,Savings,2018-08-24,29.38,Active,2631
3737,3725,2,Savings,2022-02-16,379.71,Active,1359
3738,1556,132,Savings,2017-12-23,63.46,Active,2875
3739,2957,122,Savings,2020-08-21,110.95,Active,1903
3740,1224,81,Loan,2019-07-01,16.61,Active,2320
3741,2504,23,Current,2020-02-28,44.17,Active,2078
3742,2541,13,Current,2022-05-27,189.68,Closed,1259
3743,3761,183,Credit Card,2020-06-22,411.25,Suspended,1963
3744,2204,86,Current,2017-03-07,254.3,Active,3166
3745,3884,58,Savings,2025-07-19,32.51,Closed,110
3746,560,61,Current,2014-09-03,15.84,Closed,4082
3747,1424,127,Current,2025-10-13,134.51,Active,24
3748,2950,13,Savings,2020-06-20,65.75,Suspended,1965
3749,431,13,Credit Card,2015-02-04,261.92,Closed,3928
3750,2628,20,Savings,2014-01-18,151.16,Active,4310
3751,1855,99,Credit Card,2022-03-28,92.78,Closed,1319
3752,2657,162,Loan,2020-02-10,46.52,Closed,2096
3753,1829,140,Credit Card,2013-03-16,177.21,Suspended,4618
3754,3638,135,Credit Card,2013-01-31,13.38,Suspended,4662
3755,1984,63,Loan,2015-10-31,18.01,Suspended,3659
3756,3951,75,Credit Card,2020-09-20,36.73,Active,1873
3757,2019,30,Savings,2025-01-06,1680.47,Active,304
3758,2607,50,Savings,2018-09-30,229.94,Suspended,2594
3759,541,96,Savings,2015-04-17,50.76,Closed,3856
3760,1271,121,Credit Card,2020-10-04,49.87,Active,1859
3761,1111,4,Credit Card,2016-01-06,202.22,Active,3592
3762,1028,117,Loan,2018-11-03,45.27,Closed,2560
3763,1557,147,Loan,2013-10-29,12.64,Closed,4391
3764,558,191,Savings,2022-12-01,63.94,Active,1071
3765,2657,20,Savings,2025-01-28,32.6,Active,282
3766,720,32,Savings,2016-01-11,65.15,Active,3587
3767,2904,119,Current,2016-06-27,15.94,Suspended,3419
3768,788,43,Credit Card,2021-07-06,140.83,Suspended,1584
3769,3083,81,Loan,2017-10-03,14.3,Closed,2956
3770,3398,21,Current,2013-12-26,58.08,Suspended,4333
3771,211,170,Credit Card,2016-04-29,217.0,Active,3478
3772,3604,121,Credit Card,2012-08-26,836.7,Active,4820
3773,65,55,Current,2024-01-28,146.88,Closed,648
3774,1250,152,Current,2021-06-20,117.77,Closed,1600
3775,3212,123,Savings,2013-07-26,21.22,Active,4486
3776,2525,119,Current,2021-07-25,549.43,Closed,1565
3777,2047,92,Loan,2014-03-01,82.96,Suspended,4268
3778,541,116,Savings,2023-01-28,113.06,Active,1013
3779,4031,36,Credit Card,2013-03-16,109.49,Closed,4618
3780,912,69,Savings,2021-05-24,191.78,Active,1627
3781,1152,17,Savings,2024-10-17,130.87,Suspended,385
3782,624,99,Loan,2023-05-28,116.26,Closed,893
3783,879,26,Savings,2015-10-28,85.41,Closed,3662
3784,2762,73,Loan,2016-01-07,126.71,Suspended,3591
3785,1753,163,Loan,2025-08-26,126.82,Closed,72
3786,1682,189,Credit Card,2015-11-15,164.87,Suspended,3644
3787,347,59,Savings,2020-12-26,160.54,Active,1776
3788,89,29,Current,2018-08-02,70.1,Suspended,2653
3789,2636,168,Savings,2025-05-16,135.58,Suspended,174
3790,1104,52,Loan,2014-06-17,110.71,Active,4160
3791,3770,105,Credit Card,2012-12-12,52.29,Closed,4712
3792,1726,112,Loan,2024-12-23,17.4,Suspended,318
3793,2368,73,Savings,2021-10-28,122.02,Closed,1470
3794,2487,152,Loan,2012-05-16,1097.16,Closed,4922
3795,556,184,Savings,2014-01-18,22.34,Suspended,4310
3796,1878,29,Savings,2013-08-16,168.51,Suspended,4465
3797,1553,46,Current,2025-05-27,128.44,Suspended,163
3798,1133,26,Savings,2019-05-10,67.25,Closed,2372
3799,1181,151,Savings,2017-09-03,132.78,Active,2986
3800,2815,146,Loan,2023-07-14,18.09,Active,846
3801,1578,68,Credit Card,2018-09-24,90.55,Closed,2600
3802,1721,70,Loan,2018-02-25,24.25,Active,2811
3803,2996,140,Current,2024-01-07,130.28,Active,669
3804,3303,135,Current,2017-02-20,218.75,Suspended,3181
3805,200,113,Loan,2022-08-24,11.86,Active,1170
3806,175,98,Loan,2016-01-14,95.63,Suspended,3584
3807,3930,65,Credit Card,2019-01-23,691.68,Closed,2479
3808,1344,58,Credit Card,2019-03-27,191.41,Closed,2416
3809,971,134,Savings,2016-02-17,113.31,Closed,3550
3810,719,138,Savings,2020-08-16,92.89,Active,1908
3811,3007,75,Current,2018-01-14,113.52,Active,2853
3812,1251,127,Savings,2014-09-04,209.42,Active,4081
3813,2894,48,Credit Card,2018-06-01,45.52,Suspended,2715
3814,1387,141,Savings,2012-06-23,69.05,Active,4884
3815,1743,161,Credit Card,2018-05-04,51.0,Active,2743
3816,3658,76,Loan,2019-04-16,99.15,Suspended,2396
3817,2044,195,Savings,2012-08-15,817.02,Closed,4831
3818,3196,184,Credit Card,2014-06-30,46.99,Suspended,4147
3819,2083,111,Loan,2012-02-12,286.66,Active,5016
3820,2023,92,Loan,2023-11-09,35.71,Closed,728
3821,3718,7,Savings,2022-08-20,270.56,Suspended,1174
3822,747,94,Savings,2019-12-20,26.98,Suspended,2148
3823,1757,65,Credit Card,2012-05-09,389.67,Suspended,4929
3824,1416,30,Credit Card,2020-02-24,47.37,Suspended,2082
3825,3339,159,Loan,2020-06-12,40.59,Closed,1973
3826,2418,16,Current,2012-12-30,22.59,Closed,4694
3827,3133,161,Loan,2013-02-19,44.09,Suspended,4643
3828,2691,155,Credit Card,2016-07-11,27.88,Active,3405
3829,125,93,Savings,2020-10-15,28.19,Suspended,1848
3830,2775,160,Loan,2021-10-13,123.6,Suspended,1485
3831,2322,122,Current,2019-12-25,51.89,Closed,2143
3832,1705,143,Loan,2018-07-23,41.3,Suspended,2663
3833,959,101,Loan,2019-07-26,61.72,Closed,2295
3834,3874,158,Loan,2015-03-19,151.44,Suspended,3885
3835,248,41,Credit Card,2018-08-21,199.49,Closed,2634
3836,780,53,Savings,2020-09-11,158.43,Suspended,1882
3837,1499,177,Loan,2022-11-25,41.69,Suspended,1077
3838,686,54,Savings,2015-06-24,73.64,Suspended,3788
3839,2833,55,Credit Card,2021-08-05,85.19,Suspended,1554
3840,4013,90,Credit Card,2024-11-01,654.5,Closed,370
3841,2198,157,Loan,2021-06-25,63.37,Active,1595
3842,559,57,Credit Card,2017-05-15,751.82,Active,3097
3843,3119,47,Loan,2024-12-31,251.16,Suspended,310
3844,541,145,Loan,2017-05-26,167.25,Active,3086
3845,803,1,Savings,2022-11-29,21.34,Closed,1073
3846,113,161,Savings,2020-09-04,98.0,Suspended,1889
3847,1511,49,Current,2020-01-11,154.23,Closed,2126
3848,1764,41,Savings,2015-10-14,37.04,Closed,3676
3849,3661,145,Current,2016-08-10,33.86,Suspended,3375
3850,1887,69,Current,2015-08-28,296.81,Suspended,3723
3851,517,197,Loan,2012-07-19,127.36,Suspended,4858
3852,586,199,Loan,2015-04-05,42.98,Suspended,3868
3853,808,117,Current,2021-03-09,114.93,Closed,1703
3854,3853,31,Current,2015-11-07,6.89,Suspended,3652
3855,318,192,Current,2020-02-17,71.43,Suspended,2089
3856,880,177,Loan,2025-10-04,226.29,Closed,33
3857,469,130,Loan,2014-04-25,127.61,Suspended,4213
3858,3102,75,Credit Card,2015-11-01,33.39,Suspended,3658
3859,1503,90,Credit Card,2022-06-24,459.85,Closed,1231
3860,1461,52,Savings,2025-10-21,13.0,Suspended,16
3861,360,81,Savings,2016-05-09,91.82,Closed,3468
3862,1271,174,Credit Card,2013-01-27,105.09,Suspended,4666
3863,908,122,Savings,2021-04-27,53.73,Suspended,1654
3864,3852,13,Savings,2016-09-02,250.46,Suspended,3352
3865,3718,181,Current,2013-04-12,41.03,Suspended,4591
3866,2726,52,Current,2020-03-24,7.61,Suspended,2053
3867,1084,3,Credit Card,2012-01-27,23.19,Active,5032
3868,3148,134,Savings,2012-07-19,843.29,Active,4858
3869,3906,151,Current,2019-06-07,93.72,Active,2344
3870,49,25,Savings,2025-08-28,270.64,Suspended,70
3871,2237,185,Current,2021-12-11,11.7,Active,1426
3872,4055,27,Current,2012-10-24,299.54,Closed,4761
3873,383,167,Current,2013-11-21,38.76,Closed,4368
3874,352,73,Current,2024-01-23,15.31,Closed,653
3875,3546,175,Current,2019-10-11,355.65,Suspended,2218
3876,2102,148,Credit Card,2013-01-18,112.83,Active,4675
3877,664,97,Credit Card,2015-02-21,163.01,Closed,3911
3878,911,38,Current,2022-06-18,32.18,Active,1237
3879,3262,62,Current,2025-09-27,109.83,Suspended,40
3880,2395,89,Loan,2014-06-17,95.28,Suspended,4160
3881,3602,156,Credit Card,2015-07-04,129.66,Closed,3778
3882,3164,187,Savings,2014-08-13,19.19,Suspended,4103
3883,1554,75,Credit Card,2024-04-12,91.31,Closed,573
3884,3241,22,Savings,2015-12-15,128.49,Closed,3614
3885,1791,149,Current,2023-07-11,91.44,Suspended,849
3886,2935,72,Savings,2022-06-23,184.45,Suspended,1232
3887,805,43,Savings,2025-05-02,15.26,Closed,188
3888,2608,175,Loan,2016-10-06,154.88,Active,3318
3889,4006,131,Savings,2021-07-06,92.32,Closed,1584
3890,1243,37,Credit Card,2019-12-16,107.65,Active,2152
3891,1713,116,Credit Card,2018-01-01,69.1,Closed,2866
3892,3912,97,Credit Card,2013-05-20,179.34,Active,4553
3893,3992,67,Current,2023-04-10,50.96,Closed,941
3894,2821,180,Credit Card,2024-01-11,150.23,Closed,665
3895,3452,157,Credit Card,2021-01-24,93.45,Closed,1747
3896,87,84,Current,2017-08-26,141.62,Suspended,2994
3897,94,89,Savings,2024-01-01,87.51,Suspended,675
3898,619,190,Current,2020-03-29,39.07,Closed,2048
3899,3716,60,Savings,2017-07-28,46.69,Suspended,3023
3900,1359,126,Savings,2018-01-11,90.15,Suspended,2856
3901,264,119,Credit Card,2024-05-13,59.97,Suspended,542
3902,1232,106,Credit Card,2022-11-01,31.18,Suspended,1101
3903,3222,39,Loan,2023-12-06,34.34,Active,701
3904,176,132,Credit Card,2020-08-04,25.48,Closed,1920
3905,2291,86,Current,2020-11-22,23.23,Suspended,1810
3906,3685,2,Savings,2020-03-06,12.35,Closed,2071
3907,1822,56,Savings,2021-05-29,58.29,Suspended,1622
3908,2070,138,Loan,2012-05-31,34.26,Active,4907
3909,985,52,Savings,2013-10-19,14.32,Suspended,4401
3910,3235,149,Savings,2018-08-30,65.38,Closed,2625
3911,272,10,Savings,2022-08-19,87.7,Suspended,1175
3912,3918,76,Savings,2025-04-20,110.47,Closed,200
3913,786,160,Loan,2019-04-01,130.92,Closed,2411
3914,2721,18,Credit Card,2023-09-13,307.95,Closed,785
3915,277,69,Current,2015-02-20,120.97,Closed,3912
3916,1139,165,Current,2022-12-23,14.69,Suspended,1049
3917,1048,166,Loan,2016-05-19,113.99,Suspended,3458
3918,1675,166,Loan,2016-06-05,53.62,Closed,3441
3919,925,84,Loan,2020-08-16,91.4,Suspended,1908
3920,3727,15,Current,2014-11-17,34.8,Closed,4007
3921,1475,47,Loan,2014-11-14,94.55,Active,4010
3922,3592,4,Savings,2014-11-25,65.38,Active,3999
3923,3236,114,Loan,2017-11-25,311.79,Suspended,2903
3924,1507,1,Credit Card,2015-09-02,76.37,Closed,3718
3925,3557,65,Current,2021-06-06,134.29,Active,1614
3926,784,175,Credit Card,2016-12-29,22.45,Active,3234
3927,2948,168,Savings,2024-08-07,40.85,Suspended,456
3928,747,77,Current,2016-12-08,46.1,Active,3255
3929,557,180,Credit Card,2024-01-20,573.58,Active,656
3930,3928,25,Savings,2013-07-08,122.73,Closed,4504
3931,2173,20,Credit Card,2018-01-06,131.8,Suspended,2861
3932,3992,180,Loan,2025-01-02,52.08,Suspended,308
3933,3482,59,Loan,2019-04-13,39.14,Active,2399
3934,1726,183,Credit Card,2018-11-22,57.74,Active,2541
3935,1297,68,Savings,2013-09-18,113.05,Active,4432
3936,3357,165,Current,2018-07-18,573.86,Closed,2668
3937,314,77,Savings,2015-09-09,45.8,Active,3711
3938,2553,59,Savings,2016-02-05,52.74,Suspended,3562
3939,2584,119,Current,2023-04-09,40.42,Closed,942
3940,3851,67,Loan,2024-09-09,552.89,Active,423
3941,581,72,Loan,2013-09-30,98.13,Closed,4420
3942,3599,49,Credit Card,2020-08-31,664.14,Suspended,1893
3943,514,86,Current,2018-10-05,83.24,Active,2589
3944,1788,195,Loan,2018-08-27,81.27,Active,2628
3945,730,52,Current,2025-10-22,23.32,Closed,15
3946,2819,120,Credit Card,2023-01-19,541.19,Closed,1022
3947,2881,67,Savings,2019-11-26,44.36,Closed,2172
3948,2477,138,Current,2017-10-15,61.22,Closed,2944
3949,2998,33,Loan,2023-11-19,28.44,Active,718
3950,1342,166,Credit Card,2014-08-25,70.39,Suspended,4091
3951,560,134,Loan,2016-05-08,10.34,Closed,3469
3952,1960,121,Loan,2014-12-25,43.94,Suspended,3969
3953,794,131,Credit Card,2014-10-19,148.44,Suspended,4036
3954,3804,179,Savings,2021-08-17,63.42,Suspended,1542
3955,326,8,Current,2019-08-12,30.06,Closed,2278
3956,1358,130,Loan,2019-01-16,63.45,Active,2486
3957,3209,154,Credit Card,2014-08-06,102.13,Active,4110
3958,1019,200,Current,2013-05-22,35.03,Active,4551
3959,218,130,Credit Card,2017-12-16,56.91,Closed,2882
3960,3148,126,Current,2020-05-10,8.94,Suspended,2006
3961,3094,82,Savings,2018-06-13,104.73,Active,2703
3962,2357,172,Credit Card,2024-05-27,167.74,Suspended,528
3963,3531,42,Savings,2025-01-15,74.59,Active,295
3964,3344,130,Savings,2014-09-24,104.31,Active,4061
3965,3704,197,Savings,2015-08-17,75.76,Active,3734
3966,1446,15,Loan,2020-04-09,112.64,Closed,2037
3967,1904,81,Credit Card,2021-09-19,8.44,Suspended,1509
3968,281,21,Credit Card,2020-04-15,39.71,Suspended,2031
3969,431,79,Savings,2016-04-06,135.53,Suspended,3501
3970,2028,168,Current,2012-06-05,60.84,Active,4902
3971,3438,51,Savings,2017-01-22,68.33,Suspended,3210
3972,3616,29,Loan,2023-05-06,146.09,Suspended,915
3973,1257,141,Current,2021-01-17,34.85,Active,1754
3974,3459,199,Credit Card,2019-04-13,74.41,Active,2399
3975,534,83,Current,2023-05-22,35.8,Closed,899
3976,33,65,Current,2017-01-23,21.77,Closed,3209
3977,2124,111,Credit Card,2013-06-14,104.7,Active,4528
3978,3344,161,Savings,2023-09-02,100.19,Closed,796
3979,1069,109,Current,2024-07-18,235.74,Suspended,476
3980,2798,69,Credit Card,2020-03-02,7.49,Closed,2075
3981,2318,170,Credit Card,2025-02-21,44.06,Suspended,258
3982,261,13,Loan,2018-03-18,121.8,Closed,2790
3983,1543,52,Savings,2022-12-19,38.29,Active,1053
3984,135,161,Credit Card,2017-08-28,307.36,Closed,2992
3985,2585,35,Credit Card,2024-04-28,26.48,Active,557
3986,3480,101,Current,2017-03-23,264.92,Active,3150
3987,2822,17,Current,2012-06-19,48.71,Active,4888
3988,22,95,Current,2022-01-05,34.4,Closed,1401
3989,1131,91,Credit Card,2018-03-23,68.46,Suspended,2785
3990,543,105,Current,2020-04-20,203.83,Active,2026
3991,3197,70,Loan,2018-03-01,136.28,Closed,2807
3992,1685,81,Loan,2016-05-29,51.81,Active,3448
3993,342,33,Loan,2019-08-12,230.79,Suspended,2278
3994,1142,23,Current,2020-12-20,284.1,Suspended,1782
3995,1610,12,Savings,2017-02-06,131.82,Suspended,3195
3996,3092,15,Current,2022-12-29,64.0,Suspended,1043
3997,28,3,Savings,2016-02-08,82.28,Closed,3559
3998,1989,168,Savings,2015-07-10,40.99,Suspended,3772
3999,2972,104,Loan,2013-04-17,20.14,Active,4586
4000,717,8,Loan,2022-08-30,287.3,Closed,1164
4001,503,161,Savings,2014-01-29,188.67,Closed,4299
4002,734,136,Credit Card,2020-09-08,36.19,Active,1885
4003,3382,174,Loan,2021-12-03,121.81,Closed,1434
4004,892,47,Loan,2018-09-02,104.96,Suspended,2622
4005,125,16,Current,2023-03-24,171.72,Active,958
4006,1564,2,Credit Card,2012-04-22,46.85,Suspended,4946
4007,2547,47,Credit Card,2016-08-18,103.83,Closed,3367
4008,242,104,Loan,2016-09-03,15.08,Closed,3351
4009,1923,123,Loan,2023-02-12,76.72,Suspended,998
4010,637,166,Current,2015-07-19,711.18,Closed,3763
4011,3966,181,Loan,2018-03-13,15.88,Closed,2795
4012,4022,127,Credit Card,2025-03-06,127.22,Suspended,245
4013,3264,194,Loan,2013-11-18,185.63,Active,4371
4014,3075,157,Credit Card,2023-12-18,21.47,Closed,689
4015,104,96,Current,2023-01-13,103.63,Closed,1028
4016,3532,72,Current,2019-12-19,35.03,Suspended,2149
4017,1214,69,Loan,2022-02-15,244.95,Closed,1360
4018,1481,64,Credit Card,2019-12-12,36.84,Active,2156
4019,1465,83,Savings,2018-08-26,47.95,Suspended,2629
4020,2089,187,Savings,2022-11-30,46.37,Suspended,1072
4021,2703,48,Savings,2012-10-21,22.09,Suspended,4764
4022,857,111,Credit Card,2018-11-05,671.08,Suspended,2558
4023,398,91,Savings,2024-03-16,258.02,Suspended,600
4024,369,31,Loan,2023-02-01,425.56,Active,1009
4025,80,144,Loan,2017-03-12,61.48,Active,3161
4026,1136,5,Credit Card,2022-10-20,160.33,Active,1113
4027,3823,51,Credit Card,2020-08-03,119.94,Active,1921
4028,1403,80,Savings,2017-03-17,41.2,Active,3156
4029,251,197,Loan,2022-09-09,123.57,Closed,1154
4030,1496,3,Savings,2018-04-07,36.36,Active,2770
4031,2689,165,Current,2018-03-04,18.09,Active,2804
4032,3422,165,Current,2023-11-08,32.33,Suspended,729
4033,1855,134,Savings,2022-02-12,463.53,Suspended,1363
4034,2508,8,Credit Card,2023-05-03,20.71,Suspended,918
4035,16,156,Credit Card,2025-06-08,101.49,Suspended,151
4036,3944,126,Current,2021-04-15,56.33,Closed,1666
4037,366,16,Current,2013-07-05,45.7,Closed,4507
4038,669,61,Savings,2012-05-04,156.73,Active,4934
4039,3558,69,Current,2014-05-15,61.25,Active,4193
4040,1266,187,Loan,2014-01-19,212.06,Active,4309
4041,2769,6,Credit Card,2020-04-26,104.44,Active,2020
4042,2019,61,Savings,2019-04-12,152.09,Active,2400
4043,3264,37,Current,2018-01-31,32.56,Suspended,2836
4044,1924,159,Credit Card,2019-10-23,61.98,Active,2206
4045,791,159,Loan,2020-05-12,35.76,Suspended,2004
4046,1577,81,Current,2022-12-13,126.88,Active,1059
4047,3667,167,Credit Card,2013-09-19,37.06,Suspended,4431
4048,440,87,Credit Card,2017-03-30,17.27,Closed,3143
4049,3854,193,Credit Card,2014-10-15,80.21,Suspended,4040
4050,3927,60,Credit Card,2023-12-30,36.25,Active,677
4051,2164,49,Loan,2014-07-12,171.24,Closed,4135
4052,327,83,Loan,2016-01-07,340.06,Suspended,3591
4053,1578,1,Credit Card,2021-09-25,135.35,Suspended,1503
4054,761,53,Savings,2014-05-16,208.52,Closed,4192
4055,2359,63,Current,2014-03-19,61.45,Closed,4250
4056,2205,176,Savings,2014-05-26,235.07,Closed,4182
4057,1067,149,Current,2018-09-05,132.46,Active,2619
4058,1891,166,Loan,2021-08-04,59.09,Active,1555
4059,1382,162,Savings,2024-01-23,42.16,Closed,653
4060,3710,15,Savings,2014-03-19,284.34,Active,4250
4061,361,180,Credit Card,2015-06-03,85.59,Active,3809
4062,2019,79,Credit Card,2013-02-05,190.28,Closed,4657
4063,3275,131,Loan,2021-10-04,76.61,Active,1494
4064,1996,117,Savings,2022-04-14,25.28,Closed,1302
4065,3203,31,Savings,2021-10-04,51.47,Closed,1494
4066,3853,163,Loan,2015-05-25,113.91,Suspended,3818
4067,226,139,Current,2017-09-21,239.31,Active,2968
4068,1058,157,Savings,2016-12-20,185.23,Closed,3243
4069,1608,103,Savings,2017-06-04,68.92,Closed,3077
4070,2114,29,Credit Card,2016-12-27,121.53,Suspended,3236
4071,1367,60,Savings,2017-06-23,53.85,Closed,3058
4072,1128,53,Current,2014-05-06,278.95,Suspended,4202
4073,3307,188,Savings,2022-12-05,25.64,Closed,1067
4074,3620,46,Savings,2021-11-07,121.77,Suspended,1460
4075,2290,49,Loan,2020-02-02,19.92,Suspended,2104
4076,1762,198,Current,2025-05-04,48.6,Closed,186
4077,1537,176,Current,2022-01-09,45.93,Closed,1397
4078,2034,193,Credit Card,2022-08-01,2420.27,Suspended,1193
4079,916,165,Loan,2024-12-05,38.94,Closed,336
4080,2415,28,Credit Card,2012-03-29,32.16,Active,4970
4081,2462,36,Credit Card,2019-05-29,182.93,Closed,2353
4082,2246,109,Credit Card,2015-12-17,134.19,Active,3612
4083,2599,27,Savings,2025-10-08,101.88,Suspended,29
4084,3851,123,Savings,2021-12-09,182.97,Closed,1428
4085,3167,1,Loan,2018-05-02,65.99,Suspended,2745
4086,142,46,Savings,2015-12-22,88.91,Suspended,3607
4087,655,83,Savings,2022-05-02,64.09,Suspended,1284
4088,1423,114,Current,2013-11-17,62.86,Active,4372
4089,3222,63,Loan,2024-02-10,90.34,Closed,635
4090,2748,89,Credit Card,2016-05-26,185.41,Suspended,3451
4091,2283,49,Current,2013-08-28,230.07,Closed,4453
4092,443,32,Loan,2016-03-02,41.66,Suspended,3536
4093,336,71,Loan,2018-12-29,223.83,Closed,2504
4094,2927,28,Savings,2018-06-10,80.15,Suspended,2706
4095,3085,130,Savings,2021-02-10,126.64,Closed,1730
4096,3314,81,Loan,2023-07-12,26.45,Active,848
4097,3228,124,Credit Card,2020-11-20,25.21,Closed,1812
4098,3795,67,Loan,2018-11-28,145.59,Active,2535
4099,2770,17,Loan,2015-03-06,43.31,Suspended,3898
4100,1020,158,Credit Card,2023-11-06,173.85,Active,731
4101,3237,12,Savings,2014-09-12,94.75,Active,4073
4102,3361,34,Credit Card,2016-06-20,85.34,Closed,3426
4103,1538,194,Current,2021-08-13,406.47,Suspended,1546
4104,1849,178,Savings,2016-10-10,255.66,Active,3314
4105,2361,143,Current,2012-03-12,92.33,Closed,4987
4106,720,182,Savings,2018-02-24,56.22,Active,2812
4107,1162,31,Savings,2015-01-14,103.74,Closed,3949
4108,2204,70,Credit Card,2016-04-02,11.29,Active,3505
4109,2865,144,Current,2020-09-10,65.44,Active,1883
4110,422,194,Current,2012-01-11,132.61,Closed,5048
4111,2768,143,Savings,2016-02-04,121.63,Closed,3563
4112,3172,101,Current,2015-05-16,143.1,Active,3827
4113,421,193,Loan,2022-10-14,105.37,Suspended,1119
