account_id,customer_id,branch_id,account_type,opening_date,balance,status
3980,2798,69,Credit Card,02-03-2020,7.49,Closed
3981,2318,170,Credit Card,21-02-2025,44.06,Suspended
3982,261,13,Loan,18-03-2018,121.8,Closed
3983,1543,52,Savings,19-12-2022,38.29,Active
3984,135,161,Credit Card,28-08-2017,307.36,Closed
3985,2585,35,Credit Card,28-04-2024,-26.48,Active
3986,3480,101,Current,23-03-2017,264.92,Active
3987,2822,17,Current,19-06-2012,48.71,Active
3988,22,95,Current,05-01-2022,34.4,Closed
3989,1131,91,Credit Card,23-03-2018,68.46,Suspended
3990,543,105,Current,20-04-2020,203.83,Active
3991,3197,70,Loan,01-03-2018,136.28,Closed
3992,1685,81,Loan,"May 29, 2016",51.81,Active
3993,342,33,Loan,12-08-2019,230.79,Suspended
3994,1142,23,Current,20-12-2020,284.1,Suspended
3995,1610,12,Savings,06-02-2017,131.82,Suspended
3996,3092,15,Current,29-12-2022,64,Suspended
3997,28,3,Savings,08-02-2016,82.28,Closed
3998,1989,168,Savings,10-07-2015,40.99,Suspended
3999,2972,104,Loan,17-04-2013,20.14,Active
4000,717,8,Loan,"Aug 30, 2022",287.3,Closed
4001,503,161,Savings,29-01-2014,188.67,Closed
4002,734,136,Credit Card,08-09-2020,36.19,Active
4003,3382,174,oLan,12-03-2021,121.81,Closed
4004,892,47,Loan,02-09-2018,104.96,Suspended
4005,125,16,Current,24-03-2023,171.72,Active
4006,1564,2,Credit Card,22-04-2012,46.85,Suspended
4007,2547,47,Credit Card,18-08-2016,103.83,Closed
4008,242,104,Loan,03-09-2016,15.08,Closed
4009,1923,123,Loan,12-02-2023,76.72,Suspended
4010,637,166,Current,19-07-2015,711.18,Closed
4011,3966,181,Loan,13-03-2018,15.88,Closed
4012,4022,127,Credit Card,"Mar 06, 2025",127.22,Suspended
4013,3264,194,Loan,18-11-2013,185.63,Active
4014,3075,157,Credi tCard,18-12-2023,21.47,Closed
4015,104,96,Current,13-01-2023,103.63,Closed
4016,3532,72,Current,19-12-2019,35.03,Suspended
4017,1214,69,Loan,15-02-2022,244.95,Closed
4018,1481,64,Credit Card,12-12-2019,36.84,Active
4019,1465,83,Savings,26-08-2018,47.95,Suspended
4020,2089,187,Savings,30-11-2022,46.37,Suspended
4021,2703,48,Savings,21-10-2012,22.09,Suspended
4022,857,111,Credit Card,05-11-2018,671.08,Suspended
4023,398,91,Savings,16-03-2024,258.02,  Suspended  
4024,369,31,Loan,01-02-2023,425.56,Active
4025,80,144,Loan,12-03-2017,61.48,Active
4026,1136,5,Credit Card,20-10-2022,160.33,Active
4027,3823,51,Credit Card,03-08-2020,119.94,Active
4028,1403,80,Savings,17-03-2017,41.2,Active
4029,251,197,Loan,09-09-2022,123.57,Closed
4030,1496,3,Savings,07-04-2018,36.36,Active
4031,2689,165,Current,04-03-2018,18.09,Active
4032,3422,165,Current,08-11-2023,32.33,Suspended
4033,1855,134,Savings,12-02-2022,463.53,Suspended
4034,2508,8,Credit Card,"May 03, 2023",20.71,Suspended
4035,16,156,Credit Card,08-06-2025,101.49,Suspended
4036,3944,126,Current,15-04-2021,56.33,Closed
4037,366,16,Current,"Jul 05, 2013",45.7,Closed
4038,669,61,Savings,04-05-2012,156.73,Active
4039,3558,69,Current,"May 15, 2014",61.25,active
4040,1266,187,Loan,19-01-2014,212.06,Active
4041,2769,6,Credit Card,26-04-2020,104.44,Active
4042,2019,61,Savings,12-04-2019,152.09,Active
4043,3264,37,Current,31-01-2018,32.56,Suspended
4044,1924,159,Credit Card,23-10-2019,61.98,Active
4045,791,159,Laon,12-05-2020,35.76,Suspended
4046,1577,81,Current,"Dec 13, 2022",126.88,Active
4047,3667,167,Credit Card,19-09-2013,37.06,Suspended
4048,440,87,Credi tCard,30-03-2017,17.27,Closed
4049,3854,193,Credit Card,15-10-2014,80.21,Suspended
4050,3927,60,Credit Card,30-12-2023,36.25,Active
4051,2164,49,Loan,12-07-2014,171.24,Closed
4052,327,83,Loan,"Jan 07, 2016",340.06,Suspended
4053,1578,1,Credit Card,25-09-2021,135.35,Suspended
4054,761,53,Savings,16-05-2014,208.52,Closed
4055,2359,63,Current,"Mar 19, 2014",61.45,Closed
4056,2205,176,Savings,26-05-2014,235.07,Closed
4057,1067,149,Current,05-09-2018,132.46,Active
4058,1891,166,Loan,04-08-2021,59.09,Active
4059,1382,162,Savings,23-01-2024,42.16,Closed
4060,3710,15,Savings,19-03-2014,284.34,Active
4061,361,180,Credit Card,06-03-2015,85.59,Active
4062,2019,79,Credit Card,05-02-2013,190.28,Closed
4063,3275,131,Loan,04-10-2021,76.61,Active
4064,1996,117,Savinsg,14-04-2022,-25.28,Closed
4065,3203,31,Savings,04-10-2021,51.47,Closed
4066,3853,163,Loan,25-05-2015,113.91,Suspended
4067,226,139,Current,21-09-2017,239.31,Active
4068,1058,157,Savings,20-12-2016,185.23,Closed
4069,1608,103,Savings,06-04-2017,68.92,Closed
4070,2114,29,Credit Card,27-12-2016,121.53,Suspended
4071,1367,60,aSvings,23-06-2017,53.85,Closed
4072,1128,53,Current,06-05-2014,278.95,Suspended
4073,3307,188,Savings,05-12-2022,25.64,Closed
4074,3620,46,Savings,07-11-2021,121.77,Suspended
4075,2290,49,Loan,02-02-2020,19.92,Suspended
4076,1762,198,Current,04-05-2025,48.6,Closed
4077,1537,176,Current,09-01-2022,45.93,Closed
4078,2034,193,Credit Card,08-01-2022,2420.27,Suspended
4079,916,165,Loan,05-12-2024,38.94,Closed
4080,2415,28,Credit Card,29-03-2012,32.16,Active
4081,2462,36,Credit Card,"May 29, 2019",182.93,Closed
4082,2246,109,Credit Card,17-12-2015,134.19,Active
4083,2599,27,Savings,08-10-2025,101.88,Suspended
4084,3851,123,Savings,09-12-2021,182.97,Closed
4085,3167,1,Loan,02-05-2018,65.99,Suspended
4086,142,46,Savings,22-12-2015,88.91,Suspended
4087,655,83,Savings,"May 02, 2022",64.09,Suspended 
4088,1423,114,Current,17-11-2013,62.86,Active
4089,3222,63,Loan,10-02-2024,90.34,Closed
4090,2748,89,Credit Card,26-05-2016,185.41,Suspended
4091,2283,49,Current,28-08-2013,230.07,Closed
4092,443,32,Loan,02-03-2016,41.66,Suspended
4093,336,71,Loan,29-12-2018,223.83,Closed
4094,2927,28,Savings,10-06-2018,80.15,Suspended
4095,3085,130,Savings,10-02-2021,126.64,Closed
4096,3314,81,Loan,"Jul 12, 2023",26.45,Active
4097,3228,124,Credit Card,20-11-2020,25.21,Closed
4098,3795,67,Loan,28-11-2018,145.59,Active
4099,2770,17,Loan,06-03-2015,43.31,Suspended
4100,1020,158,Credit Card,06-11-2023,173.85,Active
4101,3237,12,Savings,12-09-2014,94.75,Active
4102,3361,34,Credit Card,20-06-2016,85.34,Closed
4103,1538,194,Current,13-08-2021,406.47,Suspended
4104,1849,178,Savnigs,10-10-2016,255.66,Active
4105,2361,143,Current,12-03-2012,92.33,Closed
4106,720,182,Savings,24-02-2018,56.22,Active
4107,1162,31,Savings,14-01-2015,103.74,Closed
4108,2204,70,Credit Card,02-04-2016,11.29,Active
4109,2865,144,Current,10-09-2020,65.44,Active
4110,422,194,Current,11-01-2012,132.61,Closed
4111,2768,143,Savings,04-02-2016,121.63,Closed
4112,3172,101,Current,16-05-2015,143.1,Active
4113,421,193,Loan,14-10-2022,105.37,Suspended
4114,3684,125,Cerdit Card,20-06-2017,58.66,  Suspended  
4115,2534,156,Current,16-04-2022,192.76,Active
4116,3568,187,Savings,23-09-2020,126.12,Active
4117,3573,45,Loan,21-09-2014,63.55,Active
4118,3152,146,Current,07-08-2025,117.76,Suspended
4119,2360,142,Credit Card,22-09-2023,133.6,Closed
4120,870,172,Credit Card,17-11-2017,118.79,Closed
4121,2408,74,Loan,16-05-2016,21.14,Closed
4122,805,200,Loan,18-07-2017,104.96,Closed
4123,3250,21,Current,29-08-2025,118.67,Active
4124,2083,137,Current,19-10-2017,20.15,Active
4125,3945,102,Current,04-04-2021,48.94,Suspended
4126,377,101,Credit Card,29-09-2022,123.42,Suspended
4127,218,177,Credit Card,21-04-2014,29.24,Active
4128,2345,133,Loan,02-01-2016,93.2,Closed
4129,924,34,Credit Card,"Mar 07, 2019",291.29,Suspended
4130,3336,102,Credit Card,04-08-2018,63.05,Active
4131,4018,68,Current,10-03-2017,18.45,Closed
4132,3172,124,Current,23-05-2014,18.73,Closed
4133,3146,4,Savings,08-03-2021,473.22,Closed
4134,3118,44,Savings,26-02-2015,1218.12,Closed
4135,338,144,Credit Card,28-03-2017,118.96,Active
4136,1553,178,Loan,25-09-2024,93.67,Suspended
4137,971,71,Loan,03-07-2018,36.12,closed
4138,2629,114,Credit Card,15-06-2018,5.16,Closed
4139,1166,135,Credit Card,17-05-2024,537.89,Suspended
4140,547,56,Current,06-06-2021,79.37,Closed
4141,3597,68,Savings,13-02-2020,173.75,Suspended
4142,2324,188,Savings,12-08-2022,156.66,Suspended
4143,1211,109,Loan,13-08-2016,115.22,Suspended 
4144,2632,199,Credit Card,31-12-2012,145.23,Suspended
4145,717,129,Curernt,14-11-2016,52.11,Closed
4146,3660,41,Credit Card,26-12-2023,30.81,Closed
4147,1929,15,Loan,08-11-2013,104.95,Closed
4148,446,129,Current,16-07-2020,45.84,Closed
4149,2506,155,Current,12-11-2015,488.7,Active
4150,3098,131,Savings,06-06-2017,932.81,Suspended
4151,2574,158,Credit Card,20-09-2020,315.25,Suspended
4152,3418,67,Loan,21-10-2016,99.09,Suspended
4153,24,97,Current,09-06-2014,50.71,Active
4154,1700,193,Savings,08-10-2022,13.48,Suspended
4155,1281,110,Current,13-03-2013,122.13,Closed
4156,2284,26,Current,06-12-2022,82.17,Closed 
4157,1808,158,Loan,06-10-2025,37.87,Suspended
4158,104,114,Savings,25-02-2015,113.22,Closed
4159,3067,153,Loan,09-06-2021,123.95,Closed
4160,719,60,Loan,30-07-2018,53.41,Closed
4161,2485,91,Current,24-12-2020,34.13,Active
4162,2930,70,Loan,04-07-2020,257.57,Active
4163,3912,175,Loan,07-02-2012,63.4,Active
4164,213,145,Loan,10-06-2017,60.94,Closed
4165,1962,184,Current,10-04-2021,6.35,Closed
4166,1737,49,Saivngs,19-03-2014,184.71,Closed
4167,759,181,Loan,08-03-2025,49.43,Closed
4168,1131,59,Current,21-11-2022,208.35,Closed
4169,1990,176,Savings,13-09-2018,66.74,Closed
4170,269,156,Credit Card,06-10-2024,186.73,Suspended
4171,2282,132,Savings,17-06-2013,27.47,Closed
4172,1783,92,Credit Card,19-04-2015,37.91,Suspended
4173,3331,115,Savings,20-09-2022,229.69,Active
4174,2490,183,Current,19-08-2021,124.28,Suspended 
4175,2072,149,Current,29-10-2020,60.29,Suspended
4176,1903,105,Credit Card,18-06-2015,35.07,Active
4177,512,85,Savings,29-03-2023,96.28,Closed
4178,1425,10,Credit Card,02-09-2013,174.26,Active
4179,46,146,Current,31-12-2020,38.48,Active
4180,654,187,Savings,24-12-2024,200.57,Active
4181,2426,76,Credit Card,16-07-2023,102.22,Closed
4182,1303,110,Credit Card,"Feb 12, 2014",612.01,Closed
4183,3629,161,Savings,02-06-2013,210.62,Suspended
4184,3575,59,Credit Card,12-01-2013,165.17,Active
4185,638,73,Current,12-12-2020,122.56,Closed
4186,429,140,Current,20-02-2020,141.99,Closed
4187,3511,64,Credit Card,22-06-2019,399.52,Suspended
4188,3613,114,Loan,16-05-2016,35.53,Closed
4189,634,76,Loan,24-11-2016,81.27,Suspended
4190,1805,161,Savings,03-07-2021,342.03,Active
4191,3022,78,Loan,18-03-2015,32.85,Active
4192,905,15,Loan,16-08-2024,9.24,Closed
4193,2579,54,Savings,15-11-2015,48.05,Suspended
4194,2287,147,Loan,07-08-2015,210.16,Active
4195,1708,158,Savings,11-09-2012,297.92,Closed
4196,3447,141,Current,27-12-2023,73.59,Closed
4197,262,84,Loan,23-03-2017,18.16,Closed
4198,578,79,Svaings,14-05-2013,226.3,Active
4199,2638,23,Loan,09-08-2020,55.38,Closed
4200,1132,192,Loan,01-06-2021,116.11,Active
4201,457,189,Current,09-07-2015,121.03,Active
4202,2325,36,Credit Card,28-07-2024,69.77,Active
4203,1157,52,Savings,27-12-2019,19.43,Active
4204,3373,130,Savings,17-01-2025,19.67,Suspended
4205,3336,145,Loan,14-09-2024,15.08,Closed
4206,3321,121,Loan,11-11-2021,290.88,Active
4207,2926,116,Savings,05-09-2013,272.1,Suspended
4208,405,93,Current,19-02-2014,-24.97,Closed
4209,1215,103,Loan,28-09-2012,74.19,Suspended
4210,3518,137,Credit Card,02-05-2017,245.44,Closed
4211,3388,12,Current,15-01-2020,19.42,Active 
4212,1022,63,Loan,12-03-2021,104.96,Active
4213,1223,76,Current,27-02-2015,548.45,Active 
4214,1765,149,Current,10-04-2025,39.62,Active
4215,2719,82,Loan,25-01-2024,222.34,Suspended
4216,141,192,Savings,"Jun 20, 2014",399.41,Closed
4217,2028,144,Savings,17-04-2021,86.7,Active
4218,3692,60,Savings,11-05-2023,12.04,Closed
4219,2433,149,Loan,06-06-2012,41.23,Closed
4220,2076,47,Loan,05-01-2016,191.36,Suspended
4221,506,71,Credit Card,11-09-2016,25.68,Suspended
4222,2570,99,Savings,13-08-2019,8.83,Active
4223,3590,41,Savings,13-03-2022,7.88,Closed
4224,2870,77,Loan,22-12-2018,44.79,Closed
4225,2635,20,Loan,28-03-2025,161.93,Active
4226,3643,125,uCrrent,04-05-2016,595.16,Closed
4227,1368,68,Current,15-05-2019,8.43,Suspended
4228,276,134,Credit Card,15-05-2018,112.35,Suspended
4229,1982,182,Savings,01-08-2014,215.74,Active
4230,2663,59,Crdeit Card,19-02-2012,83.07,Closed
4231,737,26,Credit Card,10-02-2016,97.47, Suspended
4232,1807,160,Credit Card,19-06-2016,13.4,Suspended
4233,2928,43,Current,11-04-2015,55.57,Suspended
4234,1943,122,Loan,13-04-2022,26.9,Active
4235,776,176,Current,04-08-2025,181.64,Active
4236,3721,184,Savings,03-07-2014,180.7,Suspended
4237,1972,129,Curernt,"Jul 15, 2012",44.08,Suspended
4238,1031,114,Curretn,25-10-2016,105.14,SUSPENDED
4239,308,73,CreditC ard,24-02-2012,12.66,Closed
4240,3935,58,Loan,10-01-2019,28.6,Closed
4241,1696,191,Current,24-08-2025,92.28,Suspended
4242,66,62,Savings,01-11-2025,104.17,Closed
4243,2685,70,Loan,15-02-2020,206.51,Active
4244,3107,23,Current,27-09-2018,22.68,Suspended
4245,2612,133,Credit Card,25-03-2015,35.72,Active
4246,2300,139,Current,29-05-2016,181,Closed
4247,4008,57,Current,24-01-2015,53.85,Closed
4248,526,108,Current,24-05-2022,29.92,Closed
4249,1783,155,Loan,24-11-2016,45.61,Suspended
4250,3293,70,Current,12-10-2022,39.28,Active
4251,3321,38,Savings,06-07-2014,54.56,Closed
4252,933,101,Credit Card,12-01-2014,211.33,Active
4253,1575,190,Credit Cadr,06-05-2013,181.99,Suspended
4254,869,150,Loan,27-12-2020,255.16,Suspended
4255,3323,54,Current,"Oct 19, 2022",84.5,Suspended
4256,1177,12,Savings,20-05-2015,101.29,Suspended
4257,1901,94,Credit Card,16-11-2022,83.39,Closed
4258,536,178,Loan,14-03-2014,81.12,Closed
4259,2685,177,Current,04-10-2025,106.3,Active
4260,3317,109,Loan,21-03-2024,33.96,Closed
4261,1740,95,Current,"Sep 04, 2015",72.85,Active
4262,2360,119,Savings,11-02-2020,472.27,Active
4263,3083,49,Current,06-04-2020,211.28,Suspended
4264,2237,101,Current,12-06-2015,161.46,Active
4265,2152,194,Savings,19-12-2023,89.7,Active
4266,1351,192,Credit Card,06-03-2021,57.27,Suspended
4267,483,140,Loan,06-12-2016,37.88,Closed
4268,3491,118,Credit Card,05-08-2022,24.6,Active
4269,27,40,Current,18-03-2020,24.75,Active
4270,724,16,aSvings,16-12-2015,86.93,Active
4271,2355,122,Savings,23-10-2025,213.13,Suspended
4272,1403,108,Loan,20-03-2020,28.39,Closed
4273,1958,105,Savings,19-10-2014,268.11,Closed
4274,509,1,Credit Card,24-08-2016,-25.86,Active
4275,3342,162,Current,12-05-2014,131.61,Closed
4276,493,70,Savinsg,05-02-2025,111.1, Suspended
4277,2615,103,Credit Card,23-01-2015,123.54,Closed
4278,1857,69,Loan,30-04-2013,33.44,Suspended
4279,1426,133,Savings,30-10-2013,132.13,Active
4280,1062,119,Loan,13-11-2016,44.69,Closed
4281,2905,65,Current,13-01-2013,65.13,Suspended
4282,946,64,Credit Card,03-11-2021,86.54,Closed
4283,2969,38,Savings,31-12-2020,66.25,Suspended
4284,241,12,Savings,11-02-2023,49.5,Active
4285,3255,76,Curernt,12-05-2012,68.26,Active
4286,1445,162,Loan,23-07-2022,126.67,Active
4287,3727,100,Savings,12-08-2022,149.05,Closed
4288,2991,194,Credit Card,26-10-2019,179.35,Active
4289,3112,192,Crdeit Card,12-02-2022,49.77,Active
4290,3966,175,Credit Card,15-05-2022,139.94,Active
4291,1243,34,Current,02-09-2015,37.86,CLOSED
4292,3987,20,Savings,23-01-2020,66.52,Active
4293,2869,67,Loan,16-08-2019,-56.51,Suspended
4294,1762,123,Current,"Mar 23, 2016",203.85,Active
4295,597,95,Credit Card,10-05-2023,16.87,Closed
4296,3277,36,Loan,25-03-2025,49.02,Closed
4297,1054,45,Credit Card,14-03-2020,314.25,Closed
4298,406,88,Savings,20-07-2020,43.53,Closed
4299,308,37,Current,02-01-2017,51.05,Closed
4300,337,39,Credit Card,13-03-2013,285.58,Closed
4301,1418,174,Savings,13-02-2019,-61.09,Active
4302,3938,13,Loan,25-02-2024,25.41,Active
4303,2915,152,Savings,16-04-2020,191.45,Active
4304,738,70,Credit Card,13-05-2023,74.48,Closed
4305,1389,62,Credit Card,02-06-2023,82.69,Closed
4306,2669,134,Credit Card,27-01-2022,81.26,Active
4307,861,156,Current,08-09-2016,35.67,Suspended
4308,3586,53,Current,04-10-2021,194.78,Suspended
4309,1661,175,Credit Card,25-09-2014,54.97,Active
4310,1792,105,Loan,"Oct 10, 2025",66.24,Suspended
4311,2660,106,Savings,19-03-2016,95.26,Suspended
4312,406,30,Loan,11-01-2020,193.89,Suspended
4313,2580,36,Loan,26-04-2016,62.8,Closed
4314,3464,115,Loan,19-02-2019,54.21,Closed
4315,3300,182,Savings,26-08-2016,55.62,Closed
4316,1606,107,Credit Card,"Apr 20, 2013",81.2,Closed
4317,2426,1,Credit Card,30-01-2022,17.05,Closed
4318,3081,166,Loan,"Oct 17, 2019",171.43,Suspended
4319,3639,45,Loan,22-11-2015,188.28,Suspended
4320,3362,29,Credit Card,26-11-2013,30.34,Active
4321,1025,90,Loan,08-09-2016,137.28,CLOSED
4322,1778,149,Credit Card,01-07-2025,178.6,Suspended
4323,3563,32,Loan,05-04-2016,39.31,Active
4324,2538,155,Savings,"Sep 30, 2023",66.08,Active
4325,795,172,Loan,12-12-2019,36.92,Active
4326,102,173,Savings,29-10-2016,104.64,Closed
4327,659,7,Credit Card,28-02-2021,151.21,Active
4328,837,156,Savings,30-12-2018,24.38,Suspended
4329,1558,88,Savings,12-07-2024,78.92,Active
4330,3377,3,Credit Card,14-09-2012,95.77,Suspended
4331,2943,12,Savings,17-12-2012,17.32,Closed
4332,1979,99,Current,16-11-2015,-204.48,Closed
4333,255,64,Credit Card,16-05-2020,83.75,Suspended
4334,1145,47,uCrrent,18-12-2012,90.09,Active
4335,3418,107,Current,24-10-2023,111.42,Suspended
4336,2325,160,Credit Card,16-06-2018,69.65,Closed
4337,630,134,Current,23-03-2023,36.32,Active
4338,1752,131,Credit Card,27-03-2021,74.5,Suspended
4339,1026,65,Savings,09-01-2013,79.25,Suspended
4340,615,126,Loan,06-11-2021,97.38,Closed 
4341,3788,90,Loan,06-10-2024,5.6,Active
4342,1767,122,Savnigs,"Jan 19, 2021",-77.7,Active
4343,2016,55,Credit Card,27-03-2022,71.36,Active
4344,2419,157,Loan,28-03-2015,194.36,Suspended
4345,3192,126,rCedit Card,25-07-2013,31.27,Suspended
4346,2785,86,Currnet,"Mar 30, 2012",84.71,Active
4347,4047,76,Curretn,"Sep 21, 2017",173.63,Active
4348,2913,143,Current,09-09-2025,2008.47,Suspended
4349,707,130,Current,"May 25, 2023",56.02,Suspended
4350,1863,105,Credit Card,02-01-2022,30.26,Closed
4351,3362,61,Savings,19-09-2015,285.38,Closed
4352,678,118,Loan,21-07-2021,387.4,Suspended
4353,3467,86,Current,26-10-2025,48.33,Active
4354,1435,141,Credit Card,24-11-2019,146.98,Closed
4355,2805,138,Credit Card,07-02-2017,36.66,Suspended
4356,3510,112,Loan,01-03-2025,39.45,Active
4357,769,43,Credit Card,14-09-2015,124.34,Active
4358,1406,102,Savings,18-05-2018,71.18,Active
4359,3564,193,Loan,09-02-2025,91.48,Closed
4360,946,192,Credit Card,07-10-2024,77.13,Closed
4361,3938,89,Loan,23-11-2020,241.19,Active
4362,110,86,Savings,05-08-2019,77.54,Active
4363,3575,47,Savings,13-07-2024,63.9,Closed
4364,815,18,Credit Card,24-04-2019,26.85,Closed
4365,3034,161,Credit Card,01-01-2024,43.41,Active
4366,3361,147,Credit Card,23-05-2022,44.84,Closed
4367,2736,198,Current,10-01-2019,161.24,Suspended
4368,3162,2,Credit Card,24-11-2016,143.69,Closed
4369,910,93,Current,20-01-2017,193.7,Active
4370,1158,1,Currnet,26-12-2017,14.42,Closed
4371,2959,112,Credit Card,02-10-2016,34.14,Active
4372,1168,76,Savings,08-03-2017,23.79,Suspended
4373,179,130,Loan,04-07-2014,95.08,Active
4374,1475,96,Credit Card,21-09-2017,196.22,Closed
4375,2398,76,Savings,21-12-2020,163.66,Closed
4376,2371,127,Credit Card,08-04-2012,27.27,  Closed  
4377,1426,32,Savings,02-09-2015,34.34,Closed
4378,273,56,Current,16-03-2019,120.98,Closed
4379,3864,68,Current,11-09-2013,40.79,Suspended
4380,2452,61,Current,05-01-2020,117.9,Closed
4381,3564,157,Loan,10-03-2023,45.73,Active
4382,1832,113,Credit Card,28-02-2023,80.3,Suspended
4383,2400,32,Current,15-05-2019,39.56,Closed
4384,1378,157,Loan,10-12-2019,102.38,Closed
4385,3066,60,Savings,02-11-2016,-24.8,Active
4386,3810,77,Current,28-03-2019,12.47,Closed
4387,3156,174,Current,17-10-2013,57.27,Suspended
4388,3403,193,Savings,16-01-2017,72.67,Closed
4389,1060,34,Savings,07-08-2019,44.04,Active
4390,2319,36,Savings,02-10-2013,123.12,Active
4391,2047,141,Current,20-11-2024,213.97,Suspended
4392,2694,125,Savings,14-10-2022,102.67,Active
4393,2071,112,Loan,"Mar 26, 2012",-52.4,Active
4394,1705,128,Current,06-04-2016,66.41,Active
4395,3449,110,Savings,03-02-2016,388.02,Suspended
4396,672,21,Savings,"Sep 16, 2021",58.95,Closed
4397,3366,175,Credit Card,04-11-2014,150.89,Active
4398,316,154,Current,"Mar 18, 2017",152.05,Closed
4399,3687,68,Current,12-06-2015,162.96,Active
4400,1380,198,Loan,06-08-2021,62.66,Closed
4401,739,119,Loan,16-05-2024,362.97,Closed
4402,2083,94,Savings,10-07-2021,245,Closed
4403,3645,139,Savings,18-07-2020,516.19,Closed
4404,2956,192,Current,02-10-2012,253.8, Suspended
4405,175,120,Current,06-03-2014,271.99,Active
4406,3536,33,Credit Card,16-11-2020,73.99,Suspended
4407,3304,127,Loan,15-11-2019,54.23,Suspended
4408,2052,165,Credit Card,"May 08, 2023",202.45,Active
4409,605,131,Credit Card,21-09-2023,284.3,  Suspended  
4410,1773,35,Loan,10-02-2018,10.4,Suspended
4411,2733,141,Current,25-05-2020,126.95,Suspended
4412,2211,84,Curernt,28-06-2017,168.56,Active
4413,2891,137,Current,02-10-2017,20.63,Active
4414,2682,174,Credit Card,31-08-2016,47.64,Closed
4415,593,96,Credit Card,15-10-2013,33,Active
4416,679,169,Savings,14-01-2025,86.09,Active
4417,3200,85,Credit Card,27-08-2019,50.75,Suspended
4418,1594,91,Current,09-10-2013,382.12,Active
4419,3144,73,Current,24-05-2025,57.88,Closed
4420,2264,150,Current,01-01-2017,306.68,Closed
4421,2712,115,Credit aCrd,13-03-2022,124.62,Suspended
4422,149,55,Current,25-04-2025,134.32,Closed
4423,3847,133,Current,21-10-2024,19.24,Closed
4424,2374,40,Savings,20-06-2013,344.74,Closed
4425,3747,116,Credit Card,01-10-2022,71.5,Closed
4426,3821,172,Savings,27-07-2018,70.5,Closed
4427,2935,118,Current,22-08-2014,36.91,Active
4428,551,52,Loan,12-07-2019,26.33,Closed
4429,2696,31,Curernt,"Jan 24, 2012",22.89,Suspended
4430,2885,128,Savings,02-05-2024,90.34,Closed
4431,503,36,Current,27-10-2020,-43.16,Suspended
4432,3135,8,Current,08-10-2012,169.22,Active
4433,3956,63,Credit Card,02-08-2014,36.03,Active
4434,3405,60,Loan,04-06-2015,202.97,Active
4435,1010,71,Credit aCrd,17-04-2020,60.91,Suspended
4436,1314,119,Savings,09-01-2025,20.98,Active
4437,1297,122,Loan,15-01-2021,91.46,Closed
4438,116,197,Credit Card,03-10-2018,-34.6,Suspended
4439,2932,84,Loan,27-08-2017,50.62,Active
4440,2091,163,Loan,26-10-2021,57.69,Closed
4441,2428,172,Credit Card,04-02-2019,10.34,Active
4442,1437,8,Credit Card,26-08-2021,110.58,Suspended
4443,3116,36,Loan,28-12-2017,32.66,Active
4444,2469,146,Current,18-12-2015,53.56,Active
4445,1402,30,Current,26-07-2023,205.57,Active
4446,211,102,Lona,29-10-2019,132.38,Suspended
4447,3862,23,Loan,27-09-2017,78.29,Closed
4448,3142,49,Loan,12-11-2013,158.46,Closed
4449,1091,67,Credit Card,06-12-2017,60.93,Closed
4450,3287,122,Loan,04-04-2023,78.11,Active
4451,445,105,Loan,17-09-2023,195.14,Active
4452,2875,178,Credit Card,15-06-2015,17.98,Suspended
4453,179,43,Loan,15-07-2025,145.12,Suspended
4454,932,198,Loan,14-02-2016,59.88,Closed
4455,1228,12,Credit Card,08-07-2020,281.53,Closed
4456,929,21,Loan,02-10-2024,41.88,Closed
4457,2528,56,Loan,17-02-2020,41.74,Closed
4458,3732,18,CreditC ard,"Dec 27, 2015",715,Closed
4459,2471,67,Savings,13-10-2018,47.88,Active
4460,1536,95,Current,21-05-2024,-165.95,Closed
4461,92,116,Current,10-11-2022,47.13,Suspended
4462,2889,107,Svaings,28-03-2015,132.12,Suspended
4463,573,199,Loan,05-05-2024,63.01,Active
4464,2015,98,Savings,21-03-2020,78.65,Active
4465,2200,83,Current,17-09-2019,48.27,Active 
4466,257,191,Credit Card,13-04-2016,72.02,suspended
4467,1142,75,Savings,05-05-2012,39.15,Active
4468,1879,23,Current,23-07-2020,105.04,Active
4469,882,117,Loan,02-08-2015,20.23,Closed
4470,470,76,Savings,18-05-2021,256.46,Closed
4471,2952,117,Loan,11-04-2025,9.44,Active
4472,1342,170,Currnet,13-08-2022,56.59,Active
4473,2739,158,Loan,08-04-2018,97.46,Active
4474,1165,73,Savings,11-11-2013,104.72,Closed
4475,1330,58,Currnet,14-11-2013,36.97,Closed
4476,342,103,Current,29-12-2021,47.84,Active
4477,373,200,Loan,25-09-2018,39.04,Closed
4478,1856,122,Credit Card,10-12-2018,252.73,Suspended
4479,2389,90,Credit Card,14-08-2021,41.68,Active
4480,2098,171,Savings,17-01-2019,111.43,Closed
4481,3458,24,Savings,13-03-2022,201.48,Active
4482,2148,16,Credit Card,"Apr 18, 2022",37.44,Active
4483,164,41,Loan,21-09-2017,49.63,Suspended
4484,2132,171,Savings,08-05-2013,39.26,Active
4485,2394,160,Savings,11-09-2019,113.4,Closed
4486,2591,121,aSvings,14-08-2014,253.13,Closed
4487,2712,98,Loan,03-10-2023,78.31,Closed
4488,2553,64,rCedit Card,26-06-2024,189.59,Suspended
4489,2152,112,Svaings,23-04-2022,102.86,active
