card_id,customer_id,card_type,limit_amount,issue_date,is_active
2467,4036,Amex,45288.17,19-09-2014,1
2468,4040,RuPay,59091.54,10-08-2014,0
2469,4030,MasterCard,88528.8,24-12-2018,1
2470,4034,MasterCard,215378.1,21-05-2016,1
2471,4001,MasterCard,87069.06,21-04-2024,1
2472,4037,MasterCard,153927.57,16-02-2019,1
2473,4003,RuaPy,30589.24,18-09-2021,0
2474,3471,MasterCard,78925.9,14-04-2020,1
2475,4021,MasterCard,118463.72,09-11-2018,1
2476,4033,Amex,150050.44,"Oct 30, 2016",1
2477,4017,Visa,243392.06,"May 02, 2016",1
2478,4010,Visa,74551.23,04-02-2019,1
2479,4009,Visa,78437.97,"Sep 05, 2018",1
2480,4016,Visa,8420.24,07-07-2017,1
2481,4021,mAex,150739.39,16-10-2019,0
2482,4022,Visa,52691.23,01-04-2018,1
2483,4037,MasterCard,134885.95,15-05-2015,1
2484,4022,MasterCard,183722.55,10-04-2021,1
2485,4015,RuPay,-170501.16,06-03-2022,1
2486,4032,Visa,116768.02,03-10-2018,1
2487,4031,MasterCard,55504.1,02-09-2016,1
2488,4017,Amex,130934.09,06-11-2018,1
2489,4035,RuPay,245259.24,29-05-2025,1
2490,4003,MasetrCard,21004.79,29-10-2020,0
2491,4031,RuPay,111248.71,"May 05, 2023",1
2492,4039,Visa,130055.87,02-07-2022,1
2493,4012,Visa,125886.23,05-10-2022,1
2494,4022,Visa,21833.18,19-06-2016,1
2495,4026,MasterCard,86915.37,12-05-2016,1
2496,4009,Amex,254636.65,26-10-2025,1
2497,4027,RuPay,116541.19,02-01-2020,1
2498,4009,MasterCard,178975.18,31-01-2024,1
2499,4006,RuPay,110216.75,26-05-2018,1
2500,4021,Visa,47502.32,23-12-2022,1
2501,4008,Amex,201878.84,14-10-2018,1
2502,4013,Visa,98847.27,15-08-2018,1
2503,4036,Vias,88532.16,14-09-2023,1
2504,4008,RuPay,113600.75,28-12-2020,1
2505,4028,Visa,150562.07,27-08-2016,1
2506,4001,Amex,61584.39,02-05-2020,0
2507,4013,RuPay,96231.9,16-04-2017,1
2508,4008,Amex,-86646.84,26-09-2023,1
2509,4015,Amex,195306.64,16-08-2019,1
2510,4026,Visa,49021.98,04-07-2023,1
2511,4024,Amex,267831.14,04-01-2019,1
2512,4034,Amex,119347.59,24-02-2017,1
2513,4004,Amex,87401.04,10-04-2025,1
2514,4001,Visa,104190.18,09-09-2023,1
2515,4030,RuPay,147616.41,08-04-2021,1
2516,4033,Visa,160989.43,"Jul 31, 2019",1
2517,4032,Amex,137011.5,15-09-2016,1
2518,4011,RuPay,147869.49,19-07-2019,1
2519,4021,Visa,170461.05,16-08-2020,1
2520,4025,Amex,138337.19,06-11-2020,1
2521,4032,Amex,90563.37,"Jul 11, 2023",1
2522,4013,Amex,82447.16,03-12-2023,1
2523,4017,Visa,14455.31,10-02-2017,1
2524,4040,Amxe,82860.57,09-11-2024,1
2525,4026,MasterCard,115052.26,22-04-2023,1
2526,4034,MasterCard,156220.77,24-03-2016,1
2527,4008,Amex,24096.86,30-10-2015,1
2528,4016,Visa,200144.43,14-05-2023,0
2529,4005,MasterCard,126280.3,26-06-2018,1
2530,4001,Amex,136611.69,09-10-2019,1
2531,4026,Aemx,191587.43,14-11-2015,1
2532,4025,RuPay,254648.98,31-01-2015,1
2533,4026,Amex,309016.61,20-05-2018,1
2534,4001,MasterCard,78944.37,27-11-2016,1
2535,4010,RuPay,149248.5,18-05-2023,1
2536,4037,Visa,232248.68,22-03-2022,1
2537,4040,MasterCard,36230.56,02-12-2017,1
2538,4020,RuPay,-40847.44,14-04-2019,1
2539,4020,MasterCard,19392.33,17-07-2016,1
2540,4024,Visa,101524.84,28-01-2014,1
2541,4028,RuPay,-126945.43,10-06-2021,0
2542,4004,Amex,39210.02,08-08-2016,1
2543,4017,Visa,205924.37,25-07-2023,0
2544,4030,RuPay,86845.59,10-05-2022,0
2545,4006,Amex,113322.09,01-10-2015,1
2546,4034,RuPay,73043.13,31-10-2015,0
2547,4002,RuPay,29557.47,18-09-2014,1
2548,4016,MasterCard,178050.9,02-11-2023,1
2549,4022,MasterCard,150713.64,10-08-2023,1
2550,4037,RuPay,174474.33,"Apr 09, 2015",1
2551,4009,Amex,94125.22,09-06-2022,0
2552,4024,Amex,-106243.43,"Dec 12, 2022",1
2553,4009,RuPay,97643.31,26-11-2015,1
2554,4038,Visa,146509.08,18-07-2020,1
2555,4029,RuPay,142120.75,06-07-2015,1
2556,4027,Amex,181411.4,"Jan 11, 2018",1
2557,4020,RuPay,184169.28,14-02-2019,1
2558,4013,Visa,141608.32,28-07-2022,1
2559,4024,Amex,165331.59,07-08-2021,1
2560,4008,Amex,163024.27,14-10-2020,1
2561,4040,Amex,255991.82,05-04-2025,1
2562,4034,Visa,152369.32,29-07-2016,1
2563,4007,Visa,105941.05,06-12-2016,1
2564,4008,Visa,59916.03,17-02-2018,1
2565,4027,MasterCard,125437.18,18-12-2017,1
2566,4012,Visa,86866.94,06-12-2016,1
2567,4036,MasterCard,106852.39,18-03-2018,1
2568,4002,MasterCard,162900.15,15-12-2022,1
2569,4015,Amex,46533.9,26-11-2014,1
2570,4009,MasterCard,203402.16,03-05-2015,0
2571,4022,MasterCard,45221.82,14-07-2020,1
2572,4015,Visa,33985.35,07-07-2015,1
2573,4001,Amex,54819.96,16-10-2025,1
2574,4020,RuPay,275439.46,26-04-2015,0
2575,4031,MasterCard,201176.44,18-10-2015,1
2576,4004,RuPay,40581.12,"Apr 11, 2022",1
2577,4002,Visa,162061.56,05-02-2022,0
2578,4011,RuPay,79181.5,21-05-2016,1
2579,4040,Visa,182023.25,07-02-2015,0
2580,4033,RuPay,107914.17,09-05-2024,1
2581,4023,RuPay,169073.49,13-03-2016,1
2582,4036,Amex,-133484.67,21-09-2020,YES
2583,4007,RuPay,105013,02-01-2023,0
2584,4009,Visa,42870.61,13-01-2016,1
2585,4014,MasteCrard,47786.19,28-09-2019,1
2586,4011,Amex,164802.18,21-06-2025,1
2587,4040,MasterCard,"1,97,050.04",02-11-2021,1
2588,4035,Visa,15971.08,07-03-2023,0
2589,4031,Visa,83943.07,27-06-2018,0
2590,4013,Amex,192608.38,04-10-2017,1
2591,4026,Visa,114405.96,06-08-2021,1
2592,4017,MasterCard,77661.4,07-11-2016,0
2593,4005,MasterCard,204267.97,13-01-2014,1
2594,4021,MasterCard,205068.89,15-08-2017,1
2595,4001,Visa,43994.74,04-08-2021,1
2596,4009,MasterCard,-65210.69,02-09-2016,1
2597,4035,Visa,160650.94,22-10-2015,1
2598,4039,RuaPy,191545.93,03-08-2025,1
2599,4031,MasterCard,173420.54,26-04-2024,1
2600,4003,RuPay,121702.69,25-12-2016,1
2601,4033,MasterCard,211649.34,11-03-2021,1
2602,4027,MasterCard,119391.5,03-01-2020,1
2603,4035,MasterCard,116554.34,01-07-2015,1
2604,4038,RuPay,85745.18,02-02-2020,1
2605,363,Visa,14386.13,25-12-2023,1
2606,4006,Amex,62715.14,18-08-2025,1
2607,4037,RuPay,74279.23,17-04-2018,0
2608,4017,RuPay,148742.4,27-02-2022,TRUE
2609,4007,Amex,154784.82,25-09-2024,1
2610,4005,Amex,61973.05,20-10-2018,1
2611,4010,Amex,139309.84,19-07-2022,1
2612,4011,RuPya,131912.08,24-08-2017,0
2613,4009,MasterCard,163407.95,17-09-2024,0
2614,4024,MasterCard,305452.01,02-12-2024,0
2615,4033,RuPay,232810.97,19-10-2022,0
2616,4024,Amex,142219.53,20-03-2014,1
2617,4004,RuPay,109419.93,24-04-2020,1
2618,4007,Amex,178231.46,16-06-2022,1
2619,4030,Amex,210843.11,23-10-2016,1
2620,4010,Amex,155218.28,29-07-2021,1
2621,4008,MasterCard,142866.84,07-08-2016,1
2622,4038,Amex,121585.45,25-05-2020,1
2623,4013,MasterCard,149804.18,11-08-2020,1
2624,4038,Visa,145279.11,25-01-2020,1
2625,4027,Amex,37822.02,21-02-2019,1
2626,4018,MasterCard,169020.78,10-01-2022,1
2627,4018,RuPay,88291.83,02-07-2022,1
2628,4006,RuPay,216899.91,13-01-2022,1
2629,4022,MasterCard,133414.64,18-06-2021,1
2630,4025,RuPay,79430.01,07-07-2020,1
2631,4036,MasterCard,180351.53,09-10-2025,1
2632,4013,RuPay,195844.63,17-12-2021,1
2633,4020,Visa,141806.08,02-04-2021,0
2634,4010,Visa,116334.83,09-01-2017,1
2635,4014,Amex,-150279.31,07-08-2025,1
2636,4018,MasterCard,115668.28,20-09-2025,1
2637,4040,Visa,6051.06,29-02-2024,0
2638,4005,Visa,48443.74,16-01-2016,1
2639,4010,MasterCard,138995.15,22-01-2014,1
2640,4020,MasterCard,-124350.53,02-11-2023,1
2641,4011,RuPay,44111.88,07-03-2017,1
2642,4013,MasterCard,195661.89,21-12-2017,0
2643,4005,MasterCard,184604.24,12-03-2014,1
2644,4027,Visa,282255.72,23-01-2019,1
2645,4018,RuPay,91466.61,10-04-2019,0
2646,4035,RuPay,149354.79,24-01-2017,0
2647,4024,Amex,59689.43,14-09-2021,1
2648,4028,MasterCard,114070.96,11-05-2023,1
2649,4008,Visa,171892.13,04-11-2015,1
2650,4028,MasterCard,325957.6,10-05-2021,1
2651,4011,mAex,97843.65,09-09-2021,1
2652,4005,Amex,150139.25,26-06-2014,1
2653,4021,Amex,155694.43,20-03-2018,1
2654,4025,MasterCard,249830.82,16-02-2023,1
2655,4021,MasterCard,97650.73,10-04-2017,1
2656,4038,Amex,235170.3,06-11-2018,1
2657,4038,RuPay,176171.45,11-10-2021,1
2658,4001,uRPay,194745.5,22-10-2020,1
2659,4029,RuPay,1709.5,08-03-2023,1
2660,4006,MasteCrard,19592.2,09-06-2025,1
2661,4031,MasterCard,227275.37,20-10-2017,1
2662,4005,MasterCard,137332.43,"Oct 02, 2019",1
2663,4008,MasterCard,188657.5,03-10-2020,1
2664,4026,MasterCard,193130.92,06-12-2022,1
2665,4006,RuPay,17806.61,05-07-2024,1
2666,4038,Visa,103953.3,19-05-2024,1
2667,4038,Visa,"2,12,684.51",15-09-2016,1
2668,4031,RuPay,198741.07,21-09-2019,1
2669,4024,RuPay,12540.6,05-11-2014,1
2670,4030,Amex,70626.57,11-03-2021,1
2671,4025,Amex,39105.29,06-10-2023,1
2672,4016,Visa,58708.23,13-12-2018,1
2673,4031,Visa,139516.39,17-04-2024,1
2674,4012,Visa,114318.37,21-03-2019,1
2675,2875,Amex,143209.14,17-09-2016,1
2676,4012,Visa,104345.35,"May 07, 2014",1
2677,4025,Amex,194078.62,14-09-2023,1
2678,4003,Visa,98336.4,03-03-2017,0
2679,4039,Visa,-137627.1,25-11-2017,1
2680,4005,Visa,23845.92,06-03-2023,0
2681,4021,Visa,217843.02,19-10-2014,1
2682,4005,Amxe,"2,07,211.18",29-12-2020,1
2683,4029,MasterCard,23291.26,06-09-2020,0
2684,4033,Amex,84884.46,29-09-2015,1
2685,4005,Amex,69857.27,02-12-2023,1
2686,4016,Amex,304708.85,19-03-2014,1
2687,4029,Visa,103675.29,20-09-2023,1
2688,4002,Amex,"7,625.92",16-02-2024,1
2689,4007,MasterCard,118715.15,14-08-2023,1
2690,4001,Amex,152841.62,07-11-2019,1
2691,4019,RuPay,148946.82,07-04-2017,1
2692,4011,RuPay,137171.18,11-11-2024,1
2693,4032,Visa,67035.88,06-10-2019,1
2694,4034,Visa,59680.35,30-01-2015,1
2695,4003,Visa,337298.75,09-11-2021,1
2696,4013,Amex,211456.95,14-01-2017,1
2697,4028,Amex,90023.61,05-06-2025,1
2698,2599,RuPay,100222.03,"Apr 11, 2016",1
2699,4010,Amex,26749.27,20-04-2014,1
2700,4024,Visa,70521.46,01-07-2023,0
2701,4034,MasterCard,242252.66,03-10-2020,1
2702,4025,MasterCard,150204.14,05-07-2025,1
2703,4035,MasterCard,122303.23,02-09-2015,1
2704,4009,MasterCard,273617.35,18-08-2021,1
2705,4033,RuPay,270364.63,22-03-2020,1
2706,4027,Amex,143724.32,24-12-2018,1
2707,4037,Visa,143516.54,31-01-2014,1
2708,4008,RuPay,93862.45,26-08-2024,1
2709,4039,RuPay,151831.7,15-01-2025,1
2710,4002,MasterCard,133796.07,05-10-2020,1
2711,4039,Amex,"1,31,254.64",16-09-2021,0
2712,4006,Visa,210725.54,05-07-2016,1
2713,4016,Visa,153027.77,"Nov 12, 2020",0
2714,4024,Visa,39824.65,26-11-2023,1
2715,4025,RuPay,154347.07,25-03-2017,1
2716,4032,Visa,221144.78,02-02-2025,0
2717,4011,RuPay,63668.77,20-04-2023,0
2718,4008,RuPay,51538.43,08-10-2025,1
2719,4007,Visa,142948.81,10-10-2024,0
2720,4018,Visa,258374.22,14-09-2020,1
2721,4036,Visa,40692.44,10-04-2021,0
2722,4024,MasterCard,151399.03,21-04-2023,1
2723,4005,Visa,178112.43,07-02-2024,1
2724,4010,Amex,167871.52,04-11-2022,1
2725,4030,Visa,83548.77,15-08-2015,0
2726,4037,RuPay,176859.83,02-09-2018,1
2727,4013,MasteraCrd,196610.9,22-10-2023,1
2728,4018,MasterCard,102882.43,14-07-2017,1
2729,4024,Amex,64909.72,27-03-2021,1
2730,4018,MasterCard,"90,910.83","Aug 15, 2018",1
2731,4033,RuPay,61534.67,24-04-2016,1
2732,4002,Amex,"1,58,551.09",14-01-2025,1
2733,4007,Amex,148544.51,22-01-2019,1
2734,4004,Visa,166246.61,07-04-2015,1
2735,4028,MasterCard,"2,20,386.26",15-01-2019,1
2736,4007,RuPay,244854.14,02-11-2017,1
2737,4020,MasterCard,143248.86,25-03-2021,1
2738,4034,MasterCard,49215.77,20-08-2017,1
2739,4004,Amex,140500.19,19-11-2023,1
2740,4039,RuPay,198942.1,20-07-2021,0
2741,4038,RuPay,61560.05,15-09-2016,1
2742,4021,RuPay,119614.34,31-05-2016,1
2743,4014,MasterCard,88032.78,"Apr 16, 2017",1
2744,4025,Visa,169139.67,14-09-2014,1
2745,4036,RuPay,9278.79,04-12-2014,1
2746,4020,RuPay,230971.67,28-07-2018,1
2747,4009,Amex,206827.02,04-06-2016,0
2748,4034,Visa,35525.96,12-01-2018,1
2749,4007,RuPay,3832.45,11-04-2024,1
2750,4040,Visa,101005.63,13-01-2021,1
2751,4009,RuPay,47140.92,12-02-2016,1
2752,4032,Visa,"8,197.61",02-12-2022,1
2753,4038,Visa,151371.45,26-01-2021,1
2754,4013,RuPay,329351.67,19-01-2025,1
2755,1864,Amex,309933.78,23-09-2024,1
2756,4024,Visa,135837.02,17-03-2018,1
2757,4013,MasterCard,51727.88,29-05-2025,0
2758,4015,MasterCard,50128.99,19-01-2023,1
2759,4031,Amex,257384.08,13-07-2023,0
2760,4001,RuPay,232016.67,05-06-2024,1
2761,4039,MasterCard,250684.89,07-11-2014,1
2762,4018,MasterCard,-75955.1,21-06-2018,1
2763,4029,Visa,78178.51,07-09-2015,1
2764,4007,Visa,190426.61,08-12-2017,1
2765,4031,Visa,144659.1,04-07-2023,1
2766,4033,RuPay,65473.09,28-04-2016,1
2767,4006,Amex,102347.96,13-01-2023,1
2768,4002,RuPay,90243.53,"Jun 08, 2019",1
2769,4030,RuPay,59972.28,26-02-2020,1
2770,4018,RuPay,168417.88,29-11-2014,0
2771,4033,Visa,176702.9,25-04-2023,0
2772,4003,iVsa,7135.96,18-05-2020,1
2773,4032,Amex,31049.18,29-06-2025,1
2774,4023,MasterCard,101064.15,16-06-2015,1
2775,4021,MasterCard,91453.75,29-08-2020,1
2776,4013,RuPay,44795.71,19-02-2025,0
2777,4035,Amex,113868.91,08-10-2015,1
2778,4037,RuPay,"2,15,887.02",08-03-2014,1
2779,4037,RuPay,74447.95,11-10-2023,1
2780,4008,MasterCard,120697.75,30-06-2020,1
2781,4015,MasterCard,34369.41,20-05-2016,0
2782,4032,Visa,37778.05,29-08-2015,1
2783,4028,RuPay,215996.09,18-09-2021,1
2784,4009,Vias,57521.64,25-09-2025,0
2785,4014,RuPay,303641.73,18-04-2020,1
2786,4029,Visa,196097.33,"Jul 04, 2025",1
2787,4026,RuPay,256763.36,27-02-2018,0
2788,4024,Visa,68193.34,15-10-2014,1
2789,4008,Amex,61348,04-01-2017,0
2790,4008,Amex,107902.3,"Sep 15, 2024",FALSE
2791,4031,RuPay,198803.66,05-02-2015,1
2792,4008,RuPay,95970.31,21-01-2019,1
2793,4039,MasterCard,113548.26,13-01-2016,0
2794,4016,Visa,7564.82,21-10-2020,1
2795,4039,Amex,150153.24,13-11-2022,1
2796,4038,MasterCard,341335.56,05-06-2017,1
2797,4025,MasterCadr,248563.04,"Mar 02, 2025",1
2798,4017,Amex,72001.05,14-11-2017,0
2799,4008,MasterCard,109788.04,02-02-2020,1
2800,4005,MasteCrard,67576.23,05-04-2015,1
2801,4032,MasterCard,279444.75,23-08-2014,0
2802,4023,Visa,72783.31,31-05-2015,1
2803,4013,Visa,25722.14,29-12-2019,1
2804,4023,RuPay,58469.47,17-06-2022,1
2805,4016,Visa,29888.78,04-11-2021,0
2806,4033,Amex,34846.29,28-01-2023,1
2807,4006,RuPay,233816.13,25-07-2015,NO
2808,4013,MasterCard,131580.73,27-07-2025,1
2809,4017,Visa,34020.56,27-06-2020,1
2810,4035,Visa,79717.01,30-11-2020,1
2811,4028,Amex,240091.9,06-06-2019,1
2812,4018,MasterCard,251338.44,30-05-2022,1
2813,4026,MasterCard,90800.79,30-05-2015,1
2814,4019,iVsa,33441.5,29-05-2022,1
2815,4026,MasterCard,161453.32,24-07-2018,1
2816,4020,RuPay,-87605.24,15-09-2015,0
2817,4028,Visa,20994.93,14-12-2019,0
2818,4007,MasterCard,103450.7,23-08-2016,1
2819,4011,MasterCard,101952.44,19-09-2024,0
2820,4019,MasterCard,128930.76,"Oct 27, 2017",1
2821,4027,RuPay,-146301.9,02-03-2021,1
2822,4011,Visa,94455.78,14-08-2024,0
2823,4006,RuPay,112282.58,27-09-2023,1
2824,4017,Amex,135349.67,15-12-2015,1
2825,4023,RuPay,199986.69,"Jul 07, 2016",1
2826,4007,Amex,178622.47,03-09-2014,0
2827,4013,Visa,195290.55,06-04-2019,1
2828,4034,Visa,"63,611.40",08-05-2021,1
2829,4037,MasterCard,98236.42,02-10-2022,1
2830,4030,RuPay,22499.1,12-09-2022,1
2831,4033,Visa,115314.02,09-03-2023,1
2832,4039,MasterCard,213814.27,29-03-2025,1
2833,4039,RuPay,53474.83,04-01-2014,1
2834,4023,Amex,208712.36,01-11-2019,1
2835,4028,RuPay,80547.75,01-02-2023,1
2836,4018,MasterCard,175137.04,30-01-2023,1
2837,4017,Amex,48385.34,"Jan 25, 2020",1
2838,4036,RPuay,81472.49,02-10-2019,0
2839,4022,MasterCard,181709.44,10-07-2021,1
2840,4010,Visa,108539.63,05-11-2023,1
2841,4013,Visa,40992.95,24-10-2014,1
2842,4028,Amex,129410.95,25-08-2020,1
2843,4027,Visa,127737.7,27-04-2019,1
2844,4023,Amex,24908.27,23-04-2023,1
2845,4033,MasterCard,151886.1,03-10-2017,1
2846,4019,mAex,213274.77,17-07-2018,1
2847,4035,Visa,143230.08,17-11-2024,0
2848,4014,Amex,104205.97,10-01-2019,0
2849,4027,Visa,54504.47,14-01-2016,1
2850,4037,MasterCard,33274.98,19-08-2018,1
2851,4013,RuPay,221224.16,28-10-2017,0
2852,4036,RuPay,218748.4,18-04-2021,1
2853,4035,Amex,19697.49,21-01-2016,0
2854,4036,MasterCard,137157.97,13-06-2021,1
2855,4003,MasterCard,96824.46,"Dec 24, 2022",0
2856,4016,Amex,121876.24,18-01-2017,1
2857,4036,Visa,84630.26,24-04-2019,0
2858,4036,RuPay,135295.41,31-10-2023,1
2859,4034,Visa,58143.24,19-10-2019,1
2860,4004,Visa,180920.22,18-07-2018,1
2861,4029,Amex,96792.5,28-11-2019,0
2862,4027,RuPay,130177.21,19-11-2018,1
2863,4009,RuPay,58740.21,21-01-2018,1
2864,4012,RuPay,326639.28,29-03-2015,1
2865,4030,MasterCard,131229.29,18-05-2020,1
2866,4035,MasterCard,171604.23,30-10-2017,1
2867,4021,Visa,88204.28,11-11-2021,1
2868,4040,MasterCard,179627.02,28-07-2020,1
2869,4039,Visa,211044.81,16-02-2018,0
2870,4038,Visa,161094.56,25-10-2016,1
2871,4034,RuPay,242713.67,24-10-2017,1
2872,4027,Amex,179964.91,08-05-2020,1
2873,4032,Visa,5027.76,15-07-2018,1
2874,4037,Amex,157306.39,17-07-2023,1
2875,4036,MasterCard,175275.82,23-12-2014,1
2876,4014,Amex,85907.96,23-11-2024,0
2877,4010,RuPay,150100.3,07-07-2023,1
2878,4032,Amex,74306.05,22-09-2023,0
2879,4019,iVsa,161491.71,25-03-2025,0
2880,4016,MasterCard,93884.08,20-01-2023,1
2881,4018,Visa,108185.54,16-01-2022,1
2882,4023,RuPay,59059.6,20-01-2018,1
2883,4037,RuPay,243994.28,26-03-2025,1
2884,4021,RuPay,200432.02,11-11-2022,1
2885,4032,Amex,139650.68,24-06-2024,1
2886,4012,Visa,156175.09,"Sep 15, 2014",1
2887,4006,Amex,157712.3,12-11-2015,1
2888,4011,Visa,197716.96,01-02-2017,1
2889,4028,Visa,196472.78,03-09-2021,1
2890,4032,RuPay,111772.17,12-05-2020,1
2891,4010,RuPay,129356.97,12-03-2021,1
2892,4025,Visa,205172.32,24-03-2015,1
2893,4008,RuPay,233946.76,10-05-2018,1
2894,4015,Amex,186386.71,25-06-2023,0
2895,4002,MasterCadr,113838.89,"May 08, 2019",1
2896,4019,MasterCard,115822.65,27-02-2019,1
2897,4025,MatserCard,38033.16,25-08-2018,1
2898,4011,Visa,185651.98,12-05-2020,1
2899,4005,Visa,194235.3,11-07-2016,1
2900,4014,RuPay,49556.79,17-04-2017,1
2901,4033,Visa,184817.14,30-07-2014,1
2902,4013,Amex,248026.41,30-06-2014,1
2903,4022,Visa,200619.48,16-10-2016,1
2904,4003,Visa,124291.06,28-04-2016,1
2905,4010,RuPay,89262.72,04-09-2021,1
2906,4010,Amex,191743.42,28-11-2024,1
2907,4027,Amex,83624.88,12-05-2021,1
2908,4027,Amex,42456.18,27-04-2023,1
2909,4009,Amex,143969.15,04-10-2014,1
2910,4015,Visa,219635.42,29-12-2014,1
2911,4030,RuPay,56979.36,19-01-2022,1
2912,4027,MasterCard,104222.9,13-04-2025,0
2913,4020,RuPay,110864.58,"Aug 31, 2022",1
2914,4030,Amex,32908.92,31-08-2024,1
2915,4011,Amex,228975.39,04-04-2022,1
2916,4036,RuPya,50148.07,22-06-2018,0
2917,4026,MasterCard,210447.18,21-04-2025,0
2918,4023,MasterCard,68650.47,01-04-2017,1
2919,4018,RuPay,19144.95,"May 10, 2020",1
2920,4036,Visa,170032.68,16-06-2021,1
2921,4011,RuPay,309733.54,08-06-2025,1
2922,4020,RuPay,26442.78,06-11-2017,1
2923,4032,MasterCard,73405.34,05-05-2015,1
2924,4013,Amex,8289.48,07-10-2018,1
2925,4029,MasterCard,7224.38,05-04-2020,1
2926,4004,RuPay,53295.81,28-04-2021,1
2927,4032,MasterCard,50181.45,25-03-2019,1
2928,4011,RuPay,250781.66,19-07-2014,0
2929,4021,uRPay,"1,42,348.56",14-02-2014,YES
2930,4025,MasterCard,56304.83,17-10-2017,0
2931,4006,Visa,126596.88,05-06-2019,1
2932,4025,Visa,122304.62,31-07-2023,1
2933,4017,Amex,278007.96,05-08-2023,1
2934,4014,Visa,9982.11,07-10-2024,1
2935,4034,Amex,89612.52,12-08-2016,1
2936,4010,Visa,43881.33,16-10-2025,1
2937,4028,Visa,292162.64,12-02-2025,0
2938,4027,RuPay,149136.49,11-07-2025,1
2939,4012,RuPay,"1,17,278.03",26-10-2025,1
2940,4039,MasterCard,102080.76,13-03-2018,0
2941,4032,Amex,428.15,07-04-2015,1
2942,4008,MasterCard,120557.9,13-05-2018,1
2943,4012,Amex,204424.81,07-02-2023,1
2944,1180,Visa,"11,528.76","Jul 23, 2024",1
2945,4021,RuPay,"1,55,664.59",21-11-2020,1
2946,4009,Visa,109140.56,"Nov 29, 2022",1
2947,4037,Visa,168844.99,18-05-2017,1
2948,4005,Amex,47792.1,01-08-2020,0
2949,4009,RuPay,158000.65,04-11-2022,1
2950,4009,Amex,222995.76,29-12-2021,0
2951,4015,RuPay,275767.27,"Dec 21, 2018",0
2952,4035,Amex,169798.82,24-05-2015,1
2953,4023,RuPay,31291.7,21-08-2019,1
2954,4039,Amex,179814.52,21-06-2017,0
2955,4006,MasterCard,127472.08,15-04-2014,1
2956,4003,MasterCard,35913.86,29-09-2019,1
2957,4038,RuPay,257248.33,02-03-2025,1
2958,4028,MasterCard,79693.91,"Oct 18, 2021",1
2959,4028,uRPay,148941.55,09-12-2022,1
2960,4027,Amex,152052.12,27-11-2017,0
2961,4009,MasterCard,91475.81,22-06-2024,0
2962,4036,Visa,135635.73,"Jul 10, 2017",1
2963,4026,RuPay,170585.02,26-05-2021,1
2964,4030,RuPay,114501.4,28-05-2024,1
2965,4036,Visa,19927.86,05-10-2020,1
2966,4029,MasterCard,163439.57,22-03-2018,0
2967,4038,Amex,143750.79,15-06-2025,0
2968,4016,MasterCard,77733.86,12-09-2017,0
2969,4031,Visa,45212.24,12-03-2023,1
2970,4020,Amex,113378.63,25-09-2024,1
2971,1456,Visa,19403.54,10-04-2015,1
2972,4002,RuPay,138710.05,09-03-2016,0
2973,4029,MasterCard,137343.75,10-08-2020,1
2974,4020,Amex,197166.5,05-03-2022,1
2975,4037,RuPay,257504.96,05-01-2017,0
2976,4037,Visa,20977.73,12-06-2023,0
2977,4024,Amex,105743.03,23-05-2018,1
2978,4032,MasterCard,72516.61,12-12-2018,0
2979,4020,Visa,141769.93,31-03-2015,1
2980,4022,Amex,98361.98,23-03-2015,0
2981,4006,MasterCard,232601.59,23-06-2025,1
2982,4038,Amex,131471.22,23-03-2020,1
2983,4016,RuPay,173048.28,01-01-2024,1
2984,4018,RuPay,108852.15,19-08-2023,1
2985,4012,MasterCard,149949.37,11-11-2017,1
2986,4006,MasterCard,131281.09,07-03-2018,1
2987,4017,Amex,134177.26,01-07-2015,1
2988,4014,Amex,129409.4,19-02-2022,1
2989,4021,MasterCard,125549.61,21-01-2023,0
2990,4028,Visa,126834.27,"Jan 03, 2017",0
2991,4014,Amex,262422.5,24-05-2025,1
2992,4011,MasterCard,103359.19,26-02-2022,1
2993,4010,Amex,137317.41,30-10-2014,1
2994,4021,Amex,"1,50,333.84",30-03-2014,0
2995,4019,MasterCard,6419.22,20-03-2019,1
2996,4037,RuPay,202249.6,"Apr 04, 2019",1
2997,4040,RuPay,216663.55,09-07-2017,1
2998,4036,iVsa,121149.42,25-05-2022,0
2999,4036,Visa,202299.67,28-04-2019,1
3000,4031,MasterCard,99146.19,"Jul 20, 2016",1
3001,4017,MasterCard,148625.14,18-01-2024,1
3002,4020,MasterCard,159265.54,12-03-2023,1
3003,4004,RuPay,123834.41,23-07-2015,1
3004,4019,RuPay,16199.37,26-08-2014,0
3005,4039,RuPay,68668.26,27-06-2025,1
3006,4011,Visa,206237.7,12-11-2017,1
3007,4037,MasterCard,114347.21,03-01-2020,1
3008,4010,Amex,64974.03,15-10-2016,1
3009,4027,Amex,150956.34,08-03-2019,1
3010,4006,Amex,164512.79,13-06-2017,1
3011,4034,MasterCard,"1,65,238.07",08-09-2019,1
3012,4004,MasterCard,159508.87,04-12-2023,1
3013,4018,Visa,159041.63,29-01-2020,1
3014,4021,MasterCard,128296.23,12-12-2022,1
3015,4019,MasterCard,77965,30-01-2024,1
3016,4012,Visa,19584.72,21-08-2025,1
3017,4002,MasterCard,286792.43,24-11-2015,0
3018,4017,Visa,64947.74,24-04-2014,TRUE
3019,4007,Visa,44114.95,06-10-2025,1
3020,4020,MasterCard,88608.18,29-09-2023,1
3021,4007,MasterCard,160702.25,01-02-2019,1
